time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),dew_point_2m (°C)
2025-06-01 12:00,11.9,72,0,14.1,22.5,30.6,7.1
2025-06-01 13:00,13.9,61,0,19.8,29.5,41.4,6.7
2025-06-01 14:00,14.9,53,0,24.1,35.9,51.8,5.4
2025-06-01 15:00,15.6,48,0,23.2,35,51.8,4.6
2025-06-01 16:00,16.8,44,0,24.5,36.5,53.6,4.3
2025-06-01 17:00,18,40,0,22.9,34.2,54,4
2025-06-01 18:00,19.2,36,0,22.7,34.1,51.5,3.6
2025-06-01 19:00,19.1,37,0,23.1,34.7,50.4,3.9
2025-06-01 20:00,18.4,40,0,19.1,28.7,50,4.7
2025-06-01 21:00,18.5,41,0,17.6,27.6,41,5.1
2025-06-01 22:00,18.1,47,0,13.5,22.8,37.1,6.7
2025-06-01 23:00,17.5,52,0,10.7,20.4,28.1,7.6
2025-06-02 0:00,16,60,0,9.2,20.8,21.2,8.4
2025-06-02 1:00,15.2,57,0,10.8,24.9,20.2,6.7
2025-06-02 2:00,14.1,63,0,7.2,19.2,20.5,7.2
2025-06-02 3:00,12.9,70,0,7.1,17.2,13.3,7.6
2025-06-02 4:00,12.4,76,0,1,9.3,15.5,8.2
2025-06-02 5:00,11.5,79,0,3.6,9.1,5.4,8.1
2025-06-02 6:00,10.6,83,0,2.5,6,6.8,7.8
2025-06-02 7:00,9.8,87,0,3.5,7.8,6.1,7.7
2025-06-02 8:00,8.9,89,0,4,8.1,6.5,7.2
2025-06-02 9:00,8.2,91,0,4.1,9,7.6,6.8
2025-06-02 10:00,8.1,91,0,3.3,6.8,6.8,6.8
2025-06-02 11:00,9.7,86,0,5.1,9.6,12.2,7.5
2025-06-02 12:00,12.4,79,0,4.1,11.8,13,8.8
2025-06-02 13:00,15.7,62,0,5.3,7.9,16.2,8.5
2025-06-02 14:00,17.5,50,0,8.8,12.4,23.4,6.8
2025-06-02 15:00,18.5,44,0,10,13.6,26.3,6.1
2025-06-02 16:00,19.3,43,0,10.6,14.3,28.1,6.4
2025-06-02 17:00,20,43,0,10.6,14.2,28.1,6.9
2025-06-02 18:00,21,40,0,11.7,15.9,29.9,7
2025-06-02 19:00,20.8,41,0,10.3,14,29.5,7.1
2025-06-02 20:00,21.5,39,0,9.2,12.7,25.2,6.8
2025-06-02 21:00,21.2,38,0,10,14.1,25.2,6.4
2025-06-02 22:00,21.1,39,0,9.2,13.7,25.2,6.7
2025-06-02 23:00,20.2,46,0,8.5,16.8,20.5,8.1
2025-06-03 0:00,18.4,53,0,11.2,24.3,21.6,8.6
2025-06-03 1:00,16.2,61,0,6.6,19.5,20.9,8.6
2025-06-03 2:00,14.9,66,0,5.8,17.1,11.2,8.6
2025-06-03 3:00,14.2,68,0,3.4,11.9,9.4,8.4
2025-06-03 4:00,13.8,72,0,4.7,13.6,7.6,8.8
2025-06-03 5:00,13.7,72,0,2.7,10.8,7.6,8.8
2025-06-03 6:00,12.7,75,0,5.7,15.6,9.4,8.3
2025-06-03 7:00,12.2,77,0,5.8,16.5,9.7,8.2
2025-06-03 8:00,11.6,79,0,5.9,16.2,9.7,8.1
2025-06-03 9:00,10.9,83,0,5.5,16.1,10.8,8.1
2025-06-03 10:00,10.2,87,0,4.1,11.1,9.4,8.1
2025-06-03 11:00,11.9,81,0,4.9,11.8,10.8,8.6
2025-06-03 12:00,15,72,0,2.7,12.9,11.2,9.9
2025-06-03 13:00,19.1,56,0,3.6,6.8,12.6,10.1
2025-06-03 14:00,21.7,44,0,4.9,6.9,16.2,8.8
2025-06-03 15:00,23.2,36,0,4.4,5.8,16.6,7.2
2025-06-03 16:00,24.3,34,0,2.3,3,16.2,7.2
2025-06-03 17:00,25.4,32,0,0.8,1,13.7,7.6
2025-06-03 18:00,26.1,31,0,2.8,3.7,14,7.7
2025-06-03 19:00,26.6,31,0,5,6.6,17.3,8.3
2025-06-03 20:00,26.6,33,0,6.2,7.9,19.1,9
2025-06-03 21:00,26.5,34,0,6.8,8.6,18.7,9.4
2025-06-03 22:00,26.2,36,0,7,9.8,18.4,10.1
2025-06-03 23:00,25.5,46,0,1.9,3.8,16.6,12.9
2025-06-04 0:00,22.4,52,0,6.8,14,11.5,12.2
2025-06-04 1:00,20.9,54,0,8,17,13.7,11.2
2025-06-04 2:00,19.3,57,0,10.7,24.7,21.2,10.6
2025-06-04 3:00,18.1,60,0,8.5,21.7,20.2,10.2
2025-06-04 4:00,17.2,62,0,8.4,21.6,15.8,9.9
2025-06-04 5:00,16.4,66,0,7.4,20.3,15.5,9.9
2025-06-04 6:00,15.6,70,0,6.8,19.7,14,10.1
2025-06-04 7:00,14.7,75,0,5.3,16.6,11.9,10.3
2025-06-04 8:00,14.4,75,0,3.8,14.1,7.6,10
2025-06-04 9:00,14.1,76,0,2.9,12.3,5.8,9.9
2025-06-04 10:00,13.8,79,0,3.8,12.1,5.4,10.2
2025-06-04 11:00,15.6,73,0,4.8,11.1,9,10.9
2025-06-04 12:00,18.1,66,0,3.1,9.1,10.8,11.7
2025-06-04 13:00,20.6,61,0,3.7,5.8,13.3,12.7
2025-06-04 14:00,23.3,54,0,4.8,6.9,16.6,13.4
2025-06-04 15:00,25.9,49,0,6,8.4,19.1,14.2
2025-06-04 16:00,28,44,0,7.2,10.2,21.2,14.8
2025-06-04 17:00,29.6,39,0,9.1,12.7,24.8,14.4
2025-06-04 18:00,30.5,36,0,10,13.6,26.3,13.6
2025-06-04 19:00,31.2,33,0,10.4,14.4,26.6,12.9
2025-06-04 20:00,31.4,31,0,11.3,15.9,28.1,12.4
2025-06-04 21:00,31.2,31,0,11.2,16,28.1,12.2
2025-06-04 22:00,30.6,34,0,11.4,17.2,26.3,12.9
2025-06-04 23:00,29.4,41,0,11.4,19.7,25.6,14.6
2025-06-05 0:00,27,51,0,8.5,20.9,23.8,16.1
2025-06-05 1:00,25.5,57,0,10.7,24.1,20.9,16.4
2025-06-05 2:00,24.5,62,0,11.6,25,22.7,16.6
2025-06-05 3:00,23.1,67,0,11,24.9,22.7,16.8
2025-06-05 4:00,22.1,71,0,9.9,22.8,21.2,16.6
2025-06-05 5:00,21.2,74,0,8.4,20.3,18.7,16.5
2025-06-05 6:00,20.4,76,0,7.4,18.8,15.5,16
2025-06-05 7:00,19.7,78,0,8.2,19.7,15.1,15.7
2025-06-05 8:00,19,81,0,8.5,19.9,15.8,15.7
2025-06-05 9:00,18.6,84,0,8.3,19.7,15.8,15.9
2025-06-05 10:00,18.4,86,0,8.4,19.1,15.8,16
2025-06-05 11:00,19.5,83,0,8,20.7,16.6,16.5
2025-06-05 12:00,21.5,76,0,7.3,12.5,18,17
2025-06-05 13:00,23.8,70,0,6,8.9,17.3,18
2025-06-05 14:00,26,63,0,6.6,9,19.4,18.4
2025-06-05 15:00,28,56,0,7.1,9.9,20.9,18.4
2025-06-05 16:00,30.3,47,0,7.7,10.8,22.7,17.8
2025-06-05 17:00,32,40,0,7.7,10.8,23.4,16.7
2025-06-05 18:00,32.8,36,0,9.1,12.7,25.6,15.9
2025-06-05 19:00,33.2,35,0,10.7,14.9,28.4,15.4
2025-06-05 20:00,33.2,34,0,12,16.5,29.9,15.4
2025-06-05 21:00,32.3,37,0,10.4,14.9,30.2,15.6
2025-06-05 22:00,31.8,38,0,10.8,15.7,25.9,15.8
2025-06-05 23:00,30.6,41,0,10.5,16.3,25.9,16
2025-06-06 0:00,28.9,49,0,5.2,13.6,22.3,17
2025-06-06 1:00,27,57,0,9.2,20.3,18.7,17.8
2025-06-06 2:00,26,61,0,9.3,21.1,18.4,18
2025-06-06 3:00,24.9,67,0,10.9,22.4,21.6,18.4
2025-06-06 4:00,23.5,73,0,9.3,20.9,21.6,18.5
2025-06-06 5:00,22.5,77,0,8.2,18.9,18.4,18.3
2025-06-06 6:00,21.5,80,0,8.8,19.6,16.2,18
2025-06-06 7:00,21,82,0,9.8,21.1,18.7,17.7
2025-06-06 8:00,20.4,83,0,9.5,20.8,19.1,17.5
2025-06-06 9:00,19.8,86,0,5.9,15.8,18,17.3
2025-06-06 10:00,19.5,88,0,4.3,12.2,10.4,17.5
2025-06-06 11:00,20.5,85,0,3.8,8.9,10.1,17.9
2025-06-06 12:00,22.1,78,0,6.1,8.7,16.6,18.1
2025-06-06 13:00,25,71,0,2.2,2.8,12.2,19.5
2025-06-06 14:00,27.1,64,0,1.4,2.2,13,19.6
2025-06-06 15:00,29,56,0,4.6,6.4,17.6,19.4
2025-06-06 16:00,30.5,48,0,7.6,10.8,23,18.5
2025-06-06 17:00,32,37,0,9.9,13.6,27.4,15.4
2025-06-06 18:00,32.9,30,0,13,18.1,32.8,13.1
2025-06-06 19:00,32.8,31,0,15.9,22.5,38.2,13.5
2025-06-06 20:00,31.8,33,0,19.1,27.6,42.8,13.4
2025-06-06 21:00,30.4,42,0,14.6,22,44.6,16
2025-06-06 22:00,30.6,36,0,14.8,21.7,35.3,13.9
2025-06-06 23:00,29.2,39,0,11.5,17.3,33.5,13.9
2025-06-07 0:00,28,44,0,6.9,13.1,24.1,14.6
2025-06-07 1:00,24.5,70,0,3.9,9.6,11.9,18.7
2025-06-07 2:00,23.6,80,0,1.5,6,8.6,20
2025-06-07 3:00,23,82,0,1.5,3.2,2.9,19.6
2025-06-07 4:00,22.5,81,0,1.9,7.4,3.6,19.2
2025-06-07 5:00,22.2,79,0,4.2,11,5.8,18.5
2025-06-07 6:00,22,81,0,5.9,14.7,11.5,18.5
2025-06-07 7:00,21.1,88,0,4.7,12.2,10.8,19.1
2025-06-07 8:00,20.5,93,0,2.3,8.2,8.6,19.4
2025-06-07 9:00,19.7,95,0,2.6,7.8,4.7,19
2025-06-07 10:00,19.9,97,0,3.8,7.8,6.1,19.3
2025-06-07 11:00,20.7,93,0,5,7.9,11.5,19.5
2025-06-07 12:00,21.4,88,0,5.6,8.2,14.4,19.4
2025-06-07 13:00,22.9,82,0.4,3.6,5.1,11.9,19.8
2025-06-07 14:00,24.9,71,0.1,4.5,6.2,20.2,19.2
2025-06-07 15:00,25.1,68,0.1,4.2,5.8,19.4,18.8
2025-06-07 16:00,26,64,0.1,8.1,11.4,25.6,18.7
2025-06-07 17:00,25.7,63,0.1,11.8,16.5,27.7,18.1
2025-06-07 18:00,25.1,67,0.5,12.7,17.7,29.2,18.7
2025-06-07 19:00,25.2,69,0.2,14.3,20.2,33.8,19
2025-06-07 20:00,26.5,64,0,12.3,17,36.7,19.2
2025-06-07 21:00,26.5,65,0.1,11.8,16.9,34.9,19.2
2025-06-07 22:00,26,61,0.4,13.8,19.8,32.8,17.8
2025-06-07 23:00,24.9,67,0.1,10.3,14.9,31.3,18.2
2025-06-08 0:00,23,75,0.4,11.3,18.4,24.1,18.4
2025-06-08 1:00,21.8,79,0,8.4,18.1,28.4,18
2025-06-08 2:00,21,81,0,7.5,17.6,16.6,17.6
2025-06-08 3:00,20.5,82,0,8.1,18.1,15.5,17.3
2025-06-08 4:00,19.9,84,0,8.7,19.1,16.6,17.1
2025-06-08 5:00,19.4,87,0,7.2,17,16.9,17.2
2025-06-08 6:00,18.9,90,0,7.2,16.9,13.7,17.3
2025-06-08 7:00,18.4,93,0,5.7,14.7,13.3,17.1
2025-06-08 8:00,18,93,0,6,14.9,10.4,16.9
2025-06-08 9:00,17.5,93,0,5.4,14.9,11.2,16.4
2025-06-08 10:00,17.5,93,0,4.6,12.8,9.4,16.3
2025-06-08 11:00,18.1,90,0,5.2,13.5,10.4,16.5
2025-06-08 12:00,19,86,0,5.2,9.6,12.6,16.7
2025-06-08 13:00,21,72,0,9.2,13.3,22.7,15.8
2025-06-08 14:00,22.1,66,0,13.5,19.1,31,15.4
2025-06-08 15:00,23.1,62,0,14.4,20.3,34.2,15.4
2025-06-08 16:00,21.6,71,0,14.6,21.5,34.6,16.2
2025-06-08 17:00,22.5,68,0,15.4,22.4,36,16.4
2025-06-08 18:00,22,70,0,15.9,23.2,37.4,16.4
2025-06-08 19:00,21.6,74,0,16.3,24,38.5,16.9
2025-06-08 20:00,20.5,79,1.4,16.6,24.4,37.4,16.9
2025-06-08 21:00,19.4,83,0.1,17.1,26.5,36.7,16.4
2025-06-08 22:00,18.5,85,0.1,16.6,26.6,36.7,15.9
2025-06-08 23:00,18,88,0.3,15.9,26,35.6,15.9
2025-06-09 0:00,17.5,89,0,16,26.2,35.3,15.8
2025-06-09 1:00,17.4,92,0,13.1,22.5,28.1,16
2025-06-09 2:00,17.1,93,0.3,13,22.1,28.1,15.9
2025-06-09 3:00,17,94,0.5,15.5,27.4,31,16
2025-06-09 4:00,16.8,93,0.2,16.8,28.8,34.2,15.6
2025-06-09 5:00,16.5,94,0.1,16.1,27.4,33.5,15.6
2025-06-09 6:00,16.2,95,0,16,30.1,33.8,15.4
2025-06-09 7:00,16.1,95,0,14.3,27.4,33.5,15.4
2025-06-09 8:00,16,96,0,11.4,23.4,30.2,15.4
2025-06-09 9:00,15.9,96,0.1,13.2,26.7,26.6,15.2
2025-06-09 10:00,15.9,95,0.3,14.1,27.2,28.8,15.1
2025-06-09 11:00,16,95,0.6,14.8,26.3,28.8,15.2
2025-06-09 12:00,16.1,94,0.1,16,27.4,32,15.2
2025-06-09 13:00,17.4,89,0,15.3,22.7,33.8,15.5
2025-06-09 14:00,17.9,89,3.2,8.8,12.1,31.7,15.9
2025-06-09 15:00,17.7,90,0.9,11.2,15.8,24.8,16
2025-06-09 16:00,19.8,81,0,11.5,15.9,28.1,16.5
2025-06-09 17:00,19.9,82,0,11.3,15.9,27.4,16.7
2025-06-09 18:00,20.2,81,0,12.6,18.1,30.6,16.9
2025-06-09 19:00,19.9,82,0,12,17.1,29.9,16.8
2025-06-09 20:00,20,83,0,11.2,16.3,31,17
2025-06-09 21:00,19.8,84,0,10.9,15.6,27,17
2025-06-09 22:00,19.3,85,0,9,13.6,26.3,16.8
2025-06-09 23:00,19.3,85,0,7.9,11.9,20.9,16.8
2025-06-10 0:00,18.5,88,0,7.1,11.5,18,16.5
2025-06-10 1:00,17.5,89,0,6.5,9.4,14.4,15.8
2025-06-10 2:00,17.3,91,0,8.8,14.1,18.7,15.9
2025-06-10 3:00,17,94,0,5.5,10.1,18.7,15.9
2025-06-10 4:00,17,94,0,6.5,11.8,13.3,16
2025-06-10 5:00,16.8,96,0,7.5,14,14.4,16.1
2025-06-10 6:00,16.9,96,0,7.2,13.4,16.9,16.2
2025-06-10 7:00,17,96,0,7,11.8,15.5,16.3
2025-06-10 8:00,17,96,0,9.6,15.5,18.7,16.4
2025-06-10 9:00,17,96,0,9.1,15.8,19.4,16.4
2025-06-10 10:00,17,97,0.5,8.5,16.4,18.7,16.5
2025-06-10 11:00,16.9,99,2.6,3.4,9,19.8,16.8
2025-06-10 12:00,17.5,97,0.7,3.4,2.5,9.7,17
2025-06-10 13:00,17.5,97,6.1,5.8,9.4,19.1,17.1
2025-06-10 14:00,17.8,99,3.1,6.1,13.3,19.4,17.5
2025-06-10 15:00,19.4,89,0.3,7.9,10,21.2,17.5
2025-06-10 16:00,20.8,86,0.1,4.4,5.7,19.8,18.2
2025-06-10 17:00,21.4,83,0,1.1,1.3,14.8,18.4
2025-06-10 18:00,23.4,76,0.1,5.6,7.4,16.6,18.9
2025-06-10 19:00,24.1,72,0,10.4,14.6,23.8,18.8
2025-06-10 20:00,25.1,67,0,9.2,13.5,29.5,18.6
2025-06-10 21:00,25.9,66,0,12.3,17.8,31.7,19
2025-06-10 22:00,25.6,65,0,17.1,26.2,33.8,18.6
2025-06-10 23:00,24.5,67,0,13,23.2,41.4,18
2025-06-11 0:00,23.5,66,0,12.5,25.3,27,16.9
2025-06-11 1:00,23,65,0,10.7,24.1,22,16.1
2025-06-11 2:00,21.9,74,0,7.2,18.4,20.5,17
2025-06-11 3:00,20.6,81,0,5.6,15.6,13.3,17.2
2025-06-11 4:00,19.6,85,0,6,14.9,10.4,17.1
2025-06-11 5:00,19,87,0,6.3,16.6,11.2,16.8
2025-06-11 6:00,18.2,89,0,6.3,16.3,11.5,16.4
2025-06-11 7:00,17.6,90,0,6.8,17.1,11.9,16
2025-06-11 8:00,17,91,0,6.7,16.8,12.6,15.6
2025-06-11 9:00,16.4,92,0,6.1,15.6,11.9,15.1
2025-06-11 10:00,16,92,0,7.1,16.7,12.6,14.7
2025-06-11 11:00,17.5,86,0,5.8,13.9,13,15.1
2025-06-11 12:00,20,77,0,3.2,8.9,11.2,15.8
2025-06-11 13:00,23,62,0,5.1,7.6,15.5,15.2
2025-06-11 14:00,25,44,0,7.9,11,20.9,11.8
2025-06-11 15:00,26,40,0,11.3,15.7,28.1,11.4
2025-06-11 16:00,26.8,39,0,12.3,17,31,11.6
2025-06-11 17:00,27.5,37,0,14.4,20.1,34.6,11.6
2025-06-11 18:00,28.4,34,0,17.1,24.2,40,11.1
2025-06-11 19:00,27.5,36,0,17.9,26.2,40.3,11.2
2025-06-11 20:00,27.8,36,0,17.7,26.1,40,11.4
2025-06-11 21:00,27.6,38,0,17.3,25.6,39.2,11.9
2025-06-11 22:00,27.4,38,0,14.9,23.5,37.8,11.9
2025-06-11 23:00,26.4,43,0,12.9,22.5,33.8,12.6
2025-06-12 0:00,24.4,49,0,10.5,23.5,27.4,13.1
2025-06-12 1:00,23.1,57,0,8.1,21.4,13.7,14.3
2025-06-12 2:00,22.5,57,0,9.4,24.1,18.4,13.5
2025-06-12 3:00,21.7,57,0,9.9,24.6,19.1,12.7
2025-06-12 4:00,20.8,61,0,9.1,23.2,18.7,12.9
2025-06-12 5:00,20,66,0,9.1,23.3,16.9,13.4
2025-06-12 6:00,19.6,71,0,9.2,23.1,17.3,14.1
2025-06-12 7:00,19.2,75,0,9.7,23.3,18,14.6
2025-06-12 8:00,19,78,0,10.1,23.7,19.1,14.9
2025-06-12 9:00,18.6,81,0,10.6,24.1,19.8,15.2
2025-06-12 10:00,18.5,82,0,10.1,23.1,19.8,15.4
2025-06-12 11:00,20,77,0,8.8,22.3,19.1,15.9
2025-06-12 12:00,22.1,68,0,8.7,14.2,20.5,16
2025-06-12 13:00,25.3,56,0,10.7,15.6,25.9,15.9
2025-06-12 14:00,27.4,49,0,11.6,16.5,29.2,15.9
2025-06-12 15:00,29,45,0,11.7,16.4,30.6,15.9
2025-06-12 16:00,30.6,39,0,12.5,17.3,32,15
2025-06-12 17:00,31.9,35,0,14.2,19.7,35.3,14.4
2025-06-12 18:00,32.5,33,0,16.1,22.5,39.2,14.1
2025-06-12 19:00,32.5,33,0,17.8,25.4,42.5,14.1
2025-06-12 20:00,32.3,34,0,16.5,23.5,42.5,14.5
2025-06-12 21:00,31.9,38,0,15.9,22.5,38.9,15.6
2025-06-12 22:00,30.9,41,0.1,16.2,23.6,36.7,16
2025-06-12 23:00,29.5,49,0,15.7,23.8,36.4,17.5
2025-06-13 0:00,28,55,0,14,23.4,33.1,18
2025-06-13 1:00,27.5,55,0,9.8,19.7,20.9,17.8
2025-06-13 2:00,25.4,65,0,4.7,12.9,19.8,18.3
2025-06-13 3:00,24.5,68,0,6.3,15.4,11.5,18.1
2025-06-13 4:00,23.3,72,0,6.8,16,14,17.9
2025-06-13 5:00,22.3,72,0,5.1,14.4,13.3,17
2025-06-13 6:00,21.9,64,0,7.2,17.6,13.3,14.8
2025-06-13 7:00,21.1,57,0,8.7,19.6,16.6,12.2
2025-06-13 8:00,20.5,54,0,5.9,16.6,16.6,10.8
2025-06-13 9:00,20,51,0,5.5,15.4,10.8,9.6
2025-06-13 10:00,20,47,0,7.5,17.7,14,8.3
2025-06-13 11:00,20.7,46,0,5.9,13.9,15.1,8.6
2025-06-13 12:00,22.4,46,0,6,9.3,16.6,10.1
2025-06-13 13:00,24.2,40,0,8.5,11.8,22.3,9.7
2025-06-13 14:00,25.6,35,0,9.4,12.8,25.6,8.9
2025-06-13 15:00,26.6,31,0,9.8,13.4,27,7.9
2025-06-13 16:00,27.8,28,0,10.3,14.2,28.8,7.4
2025-06-13 17:00,28.3,27,0,11.2,15.2,30.6,7.4
2025-06-13 18:00,28.8,27,0,11.7,15.8,31.7,7.7
2025-06-13 19:00,28.3,28,0,12.6,17.3,32.8,7.9
2025-06-13 20:00,28.4,28,0,13,18,32.8,8.3
2025-06-13 21:00,27.9,28,0,13.7,19.2,33.5,7.7
2025-06-13 22:00,26.7,29,0,13.5,19.3,33.8,7.2
2025-06-13 23:00,25.4,32,0,12.7,18.4,32,7.3
2025-06-14 0:00,23.5,40,0,11,16.9,28.4,9.3
2025-06-14 1:00,21,52,0,9.6,15.9,21.2,10.6
2025-06-14 2:00,20.1,59,0,9.9,16.4,22,11.9
2025-06-14 3:00,19.6,65,0,7.9,12.8,21.2,12.9
2025-06-14 4:00,19.1,68,0,8.9,14.4,18.4,13
2025-06-14 5:00,18.8,68,0.1,8.6,14.5,18.7,12.7
2025-06-14 6:00,18.6,69,0,8.5,14.1,20.5,12.8
2025-06-14 7:00,18.5,71,0,10.3,16.9,20.9,13.1
2025-06-14 8:00,18.2,74,0,10.8,17.5,22,13.5
2025-06-14 9:00,18.4,71,0,9.6,15.6,23.4,13.1
2025-06-14 10:00,18.4,70,0,10.9,18.4,23,12.8
2025-06-14 11:00,18.1,73,0.7,9.1,14.3,22.7,13.2
2025-06-14 12:00,17.2,87,1.5,13.1,22.8,24.1,15.1
2025-06-14 13:00,17.8,76,0,11.1,17.3,28.1,13.5
2025-06-14 14:00,19.7,68,0.1,9.8,14.3,27.4,13.6
2025-06-14 15:00,19.2,71,0.7,9,12.9,26.3,13.8
2025-06-14 16:00,18.7,72,0.6,8.9,12.6,23.4,13.6
2025-06-14 17:00,19.7,72,0.8,10.6,15,23.8,14.5
2025-06-14 18:00,19.3,74,0.6,9.7,14.3,24.8,14.6
2025-06-14 19:00,19.9,73,0.5,10.4,14.7,24.8,14.9
2025-06-14 20:00,19.1,78,0.7,9.8,14.8,24.5,15.2
2025-06-14 21:00,18.8,82,0.6,11.1,16.4,22.3,15.6
2025-06-14 22:00,18.4,82,0.4,11.2,17.1,26.3,15.2
2025-06-14 23:00,18.1,82,0.4,9.5,14.8,24.8,15.1
2025-06-15 0:00,17.9,83,0.1,7.8,12.8,19.8,15
2025-06-15 1:00,16.9,87,0,9.5,16.7,18.7,14.8
2025-06-15 2:00,16.5,85,0,10.3,17.9,20.9,13.9
2025-06-15 3:00,16,85,0,9.6,15.8,21.2,13.6
2025-06-15 4:00,15.8,85,0,9.5,16.2,19.8,13.4
2025-06-15 5:00,15.6,84,0,9.4,16,19.8,13
2025-06-15 6:00,15.4,85,0,7.7,14.3,19.1,12.9
2025-06-15 7:00,15.5,85,0,7.1,12.8,15.5,13
2025-06-15 8:00,15.5,85,0,7.4,13,15.5,13
2025-06-15 9:00,15.4,85,0,7,12.4,15.1,12.9
2025-06-15 10:00,15.4,85,0,8.1,13.8,17.3,12.9
2025-06-15 11:00,15.6,83,0,9.4,14.3,21.2,12.9
2025-06-15 12:00,16.2,81,0,10.7,16,23.8,12.9
2025-06-15 13:00,15.6,83,0.1,12.7,19.1,27.4,12.8
2025-06-15 14:00,15.9,83,0.2,11.2,16.7,27.4,12.9
2025-06-15 15:00,16.2,83,0.3,9.4,13.5,24.1,13.3
2025-06-15 16:00,16.5,82,0.2,9.5,13.6,20.9,13.4
2025-06-15 17:00,16.6,83,0.3,9.3,13.3,21.2,13.7
2025-06-15 18:00,17.2,81,0.1,10.8,15.3,24.8,13.9
2025-06-15 19:00,18.1,76,0,11.5,16.4,26.6,13.9
2025-06-15 20:00,19.3,73,0,12.3,17.2,29.2,14.2
2025-06-15 21:00,18.8,74,0,11.4,16.6,29.5,14.1
2025-06-15 22:00,18.4,75,0,11.1,16.5,26.6,13.8
2025-06-15 23:00,17.9,77,0,9.8,14.9,25.6,13.7
2025-06-16 0:00,17.3,80,0,8.2,13.6,21.6,13.9
2025-06-16 1:00,15.4,87,0,5.2,8.6,13,13.3
2025-06-16 2:00,15.6,87,0,4.5,8.3,11.2,13.4
2025-06-16 3:00,15.6,88,0.1,3.6,9,9.4,13.6
2025-06-16 4:00,15.6,86,0.6,5.9,11.9,9.7,13.4
2025-06-16 5:00,15.4,90,1,8.1,15.2,14.4,13.9
2025-06-16 6:00,15.4,91,0,7.4,14.1,14.4,14.1
2025-06-16 7:00,15.5,93,0,7,15.1,12.6,14.3
2025-06-16 8:00,15.6,90,0,8.5,17,15.5,13.9
2025-06-16 9:00,15.5,87,0,8.1,16.6,15.1,13.3
2025-06-16 10:00,15.6,85,0,8.8,17.3,15.5,13
2025-06-16 11:00,16.1,83,0,9.3,16.9,17.6,13.2
2025-06-16 12:00,16.8,82,0,9.3,15.2,19.8,13.8
2025-06-16 13:00,17,84,0,9.7,15.7,21.2,14.4
2025-06-16 14:00,17.5,84,0,14.4,21.6,32,14.9
2025-06-16 15:00,17.8,85,0,13.2,19.6,30.6,15.2
2025-06-16 16:00,18.2,84,0.1,14.3,21.3,30.2,15.5
2025-06-16 17:00,18.4,84,0,14.4,21.7,31.7,15.7
2025-06-16 18:00,18.4,84,0,15.6,23.7,33.5,15.7
2025-06-16 19:00,18.6,83,0.1,14.5,21.7,33.5,15.8
2025-06-16 20:00,18.2,86,0.1,12.3,18.7,31.3,15.8
2025-06-16 21:00,17.9,88,0,12.3,18.8,27.4,15.8
2025-06-16 22:00,17.8,88,0,11.7,18.3,26.3,15.8
2025-06-16 23:00,17.9,88,0,10.8,16.7,24.8,15.8
2025-06-17 0:00,17.5,90,0,7.7,12.3,23,15.8
2025-06-17 1:00,17,91,0,8.8,14.8,19.1,15.6
2025-06-17 2:00,16.8,92,0.5,9.5,16.6,20.2,15.6
2025-06-17 3:00,16.6,95,0.2,8.1,14.8,18.4,15.8
2025-06-17 4:00,16.5,96,0.3,8.7,16,16.6,15.9
2025-06-17 5:00,16.4,97,0,8,15.1,16.6,15.9
2025-06-17 6:00,16.5,97,0,5.8,11,14.8,16
2025-06-17 7:00,16.5,97,0,5.4,10.6,10.4,16.1
2025-06-17 8:00,16.6,97,0,7.4,14.2,13.7,16.2
2025-06-17 9:00,16.8,97,0,7.1,14.1,13.7,16.4
2025-06-17 10:00,17,97,0.2,6.3,11.9,12.6,16.5
2025-06-17 11:00,17.4,96,0.3,6.1,9.5,12.2,16.7
2025-06-17 12:00,17.8,95,0.2,7.4,10,15.1,17
2025-06-17 13:00,18.1,92,0,7.7,10.1,19.4,16.7
2025-06-17 14:00,18.6,91,0,9.3,12.6,20.9,17.1
2025-06-17 15:00,19.3,88,0,9.1,12.7,22,17.2
2025-06-17 16:00,20,86,0.2,10,13.7,22.7,17.5
2025-06-17 17:00,21.3,81,0,11,15.2,25.2,18
2025-06-17 18:00,22,80,0,10.9,15.3,25.9,18.5
2025-06-17 19:00,22.1,81,0,10.8,15.5,25.2,18.8
2025-06-17 20:00,23,79,0,10.2,14.2,25.2,19
2025-06-17 21:00,23.2,79,0.1,8.9,12.5,24.8,19.3
2025-06-17 22:00,23.2,79,0,8.9,12.9,21.2,19.4
2025-06-17 23:00,22.5,82,0,7.7,12.2,21.2,19.4
2025-06-18 0:00,21.2,88,0,9.4,15.5,19.8,19.1
2025-06-18 1:00,19.3,93,0,7.8,15.9,19.4,18.2
2025-06-18 2:00,19.1,94,0,9,20.3,17.6,18.1
2025-06-18 3:00,19,95,0.1,7.9,16.1,17.6,18.2
2025-06-18 4:00,19,96,0,7.5,15.3,16.2,18.3
2025-06-18 5:00,19,97,0,7.1,14.4,15.5,18.4
2025-06-18 6:00,19,97,0,7.1,14.5,14,18.5
2025-06-18 7:00,19,98,0,6.4,13.1,13.7,18.6
2025-06-18 8:00,18.9,98,2.6,6.9,14.1,16.6,18.6
2025-06-18 9:00,19,99,0,6.5,13.7,12.6,18.8
