time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_speed_10m (km/h),wind_speed_100m (km/h),wind_gusts_10m (km/h),dew_point_2m (°C)
2025-05-15 17:00,21.6,80,0.1,8,10.9,26.6,18
2025-05-15 18:00,21.9,80,0,9.6,13.3,27,18.3
2025-05-15 19:00,22,80,0.1,8.6,11.8,27.4,18.4
2025-05-15 20:00,22.1,79,0.1,7.2,9.8,25.6,18.2
2025-05-15 21:00,22.4,72,0.4,5.3,7.8,23.4,17.1
2025-05-15 22:00,21.5,79,0.2,4.1,6,16.2,17.9
2025-05-15 23:00,20.9,84,0,5.8,9,13.3,18
2025-05-16 0:00,19.2,90,0,6.7,10.8,12.6,17.6
2025-05-16 1:00,17.5,97,0,7.2,13.3,13.7,17
2025-05-16 2:00,16.6,99,0,6.2,11.7,13.3,16.5
2025-05-16 3:00,16.3,100,0,4.5,9.4,11.2,16.2
2025-05-16 4:00,16.4,100,0,4.8,8.5,10.1,16.3
2025-05-16 5:00,16.5,99,0,3.1,5.6,10.4,16.4
2025-05-16 6:00,16.4,100,0,2.6,4.4,7.6,16.4
2025-05-16 7:00,16.4,100,0,1.7,4.3,6.5,16.4
2025-05-16 8:00,16.4,100,0,0.2,2,4.3,16.3
2025-05-16 9:00,16.4,100,0,4.2,4.3,8.3,16.4
2025-05-16 10:00,16.4,100,0,4.1,6.2,10.4,16.3
2025-05-16 11:00,16.6,99,0,3.3,3.9,9.4,16.4
2025-05-16 12:00,16.9,99,0,4,4.3,11.5,16.8
2025-05-16 13:00,19.1,91,0,5.5,6.7,15.1,17.6
2025-05-16 14:00,20.7,85,0,6.3,8.5,16.9,18
2025-05-16 15:00,22,80,0,5.5,7.6,18,18.4
2025-05-16 16:00,22.2,79,0.6,10.6,15.2,21.6,18.5
2025-05-16 17:00,21.9,83,0.5,7.9,12.1,25.2,18.9
2025-05-16 18:00,24.5,75,0.1,12.7,18.1,28.8,19.8
2025-05-16 19:00,24.9,78,0.1,11.5,17.5,34.2,20.7
2025-05-16 20:00,26.1,72,0.1,15.2,23.1,33.1,20.6
2025-05-16 21:00,24.8,80,0.6,5.8,10.3,32.4,21.1
2025-05-16 22:00,25.4,80,0.1,7.1,12.9,17.6,21.7
2025-05-16 23:00,24.5,83,0,5.6,13.2,15.1,21.5
2025-05-17 0:00,23.2,87,0.1,3.5,6.9,9.7,21
2025-05-17 1:00,21.5,91,0,7.9,16.3,16.2,20
2025-05-17 2:00,21,94,0,9.8,21.1,15.1,20
2025-05-17 3:00,21.1,93,0,5.4,13.5,24.1,20
2025-05-17 4:00,19.9,97,0,5.7,13.6,9.4,19.4
2025-05-17 5:00,18.9,98,0,4.8,13.8,11.9,18.6
2025-05-17 6:00,19,98,0,8,17.8,14.8,18.8
2025-05-17 7:00,18.4,98,0,8.1,17.6,14.4,18.1
2025-05-17 8:00,18,97,0,5.6,15.1,15.8,17.6
2025-05-17 9:00,17.8,97,0,6.6,15.1,11.5,17.2
2025-05-17 10:00,17.6,96,0,5.5,13.3,11.5,17
2025-05-17 11:00,18.5,95,0,8.6,17,15.5,17.6
2025-05-17 12:00,19.9,94,0,9.8,26.5,20.2,18.8
2025-05-17 13:00,21.3,87,0,8.1,12.3,24.8,19
2025-05-17 14:00,20,87,0.3,13.7,23.6,37.4,17.9
2025-05-17 15:00,22,82,0,10.5,15.5,27.7,18.7
2025-05-17 16:00,25.2,69,0,12.9,19.4,30.2,19.1
2025-05-17 17:00,26.2,62,0,16.4,24.4,47.2,18.5
2025-05-17 18:00,27,57,0,17.7,26.1,46.8,17.6
2025-05-17 19:00,27,56,0.1,19.2,28.8,45,17.4
2025-05-17 20:00,27,48,0,20.7,32.3,47.9,14.9
2025-05-17 21:00,26.1,51,0,21.8,34.8,46.4,15.1
2025-05-17 22:00,25.5,56,0,16.8,28.7,45.4,16
2025-05-17 23:00,24.5,58,0,14.5,27.3,34.6,15.8
2025-05-18 0:00,22.9,64,0,10.9,23.9,29.2,15.6
2025-05-18 1:00,22.9,55,0,14.9,30.3,32,13.4
2025-05-18 2:00,21.2,61,0,17.8,32.6,37.4,13.4
2025-05-18 3:00,19.5,67,0,11.8,22.9,36,13.2
2025-05-18 4:00,18.4,71,0,7.7,17,23.4,12.9
2025-05-18 5:00,16.9,77,0,5.4,13.5,15.5,12.7
2025-05-18 6:00,16.1,77,0,9.3,21.3,15.8,12.1
2025-05-18 7:00,16.3,67,0,17.8,33.3,36,10.1
2025-05-18 8:00,15.7,66,0,17.2,32,37.1,9.4
2025-05-18 9:00,15,69,0,15.8,30,34.9,9.4
2025-05-18 10:00,14.6,70,0,16.6,30.9,33.5,9.1
2025-05-18 11:00,15.1,67,0,17.8,31.6,36.7,9
2025-05-18 12:00,16.1,64,0,18,29.3,38.2,9.4
2025-05-18 13:00,18.6,55,0,21.1,32.7,45,9.6
2025-05-18 14:00,19.5,54,0,22.4,33.9,49,9.9
2025-05-18 15:00,20.6,51,0,28.9,43.5,62.3,10
2025-05-18 16:00,21,49,0,29.9,45.1,64.1,9.9
2025-05-18 17:00,21,51,0.1,24,37.1,63.4,10.6
2025-05-18 18:00,22.2,47,0.1,27.4,41.4,63.7,10.4
2025-05-18 19:00,22.3,49,0.1,25,38,63,11
2025-05-18 20:00,22.6,50,0,20.4,31.2,55.1,11.6
2025-05-18 21:00,22.4,47,0,22.6,34.4,50,10.6
2025-05-18 22:00,21,59,0,12.4,20.8,48.6,12.7
2025-05-18 23:00,20.5,63,0.4,14.5,25.5,34.9,13.3
2025-05-19 0:00,19.7,63,0,13.5,26.1,29.2,12.4
2025-05-19 1:00,18.9,57,0,17.8,33,37.1,10.2
2025-05-19 2:00,18,62,0,19.2,34.4,40,10.6
2025-05-19 3:00,17,66,0,18.6,33.5,39.6,10.6
2025-05-19 4:00,16.6,67,0,18,32.3,38.5,10.6
2025-05-19 5:00,15.6,69,0,18.3,32.1,39.6,10.1
2025-05-19 6:00,14.6,71,0,16.1,28.5,37.8,9.5
2025-05-19 7:00,14.1,72,0,15.6,27.7,33.1,9.1
2025-05-19 8:00,13.9,71,0,15.9,28.2,32.8,8.7
2025-05-19 9:00,13.3,72,0,15.3,27.9,32.8,8.4
2025-05-19 10:00,12.9,73,0,15.2,27.6,31.7,8.1
2025-05-19 11:00,13.1,71,0,15.8,26.8,33.5,8.1
2025-05-19 12:00,13.8,65,0,17,25.8,37.4,7.3
2025-05-19 13:00,15.6,60,0,15.1,21.9,37.4,7.9
2025-05-19 14:00,16.8,56,0,16.1,23.1,38.2,7.9
2025-05-19 15:00,17.8,53,0,17.6,25.5,41.8,8.2
2025-05-19 16:00,19,51,0,17.9,25.8,42.5,8.6
2025-05-19 17:00,19.9,48,0,18.8,27.1,44.3,8.6
2025-05-19 18:00,20.2,46,0,20.2,29.2,46.4,8.3
2025-05-19 19:00,19.8,47,0,21,30.9,47.9,8.1
2025-05-19 20:00,20.1,43,0,21.8,32.3,49,7.3
2025-05-19 21:00,19.4,41,0,22.6,33.9,50.4,5.9
2025-05-19 22:00,18.6,44,0,21.1,32.5,49.7,6.1
2025-05-19 23:00,17.5,45,0,19.7,32.1,45.7,5.4
2025-05-20 0:00,15.6,47,0,20,34.5,41.8,4.2
2025-05-20 1:00,15.6,41,0,16.8,30.8,34.6,2.3
2025-05-20 2:00,14.1,46,0,17.2,31.4,35.6,2.7
2025-05-20 3:00,12.5,50,0,17.4,31.4,35.6,2.5
2025-05-20 4:00,10.9,56,0,15.2,27.7,36,2.5
2025-05-20 5:00,10.1,62,0,11.8,22.4,31.3,3
2025-05-20 6:00,9.6,65,0,8.6,17.4,24.1,3.3
2025-05-20 7:00,8.9,68,0,8,16.6,17.3,3.5
2025-05-20 8:00,8.4,71,0,6.9,14.7,16.2,3.5
2025-05-20 9:00,8,72,0,7.8,16.5,15.1,3.3
2025-05-20 10:00,7.7,72,0,8.8,18.3,16.9,3
2025-05-20 11:00,8.6,67,0,10.5,16.9,23.4,2.8
2025-05-20 12:00,9.9,62,0,11.1,16.5,26.6,2.8
2025-05-20 13:00,11.9,55,0,10.1,14.3,27.4,3
2025-05-20 14:00,13.3,52,0,9.3,13,27,3.5
2025-05-20 15:00,15.1,48,0,10,13.9,28.4,4.2
2025-05-20 16:00,17.8,41,0,12,16,31.3,4.3
2025-05-20 17:00,17.4,44,0,8.5,11.6,32.8,5
2025-05-20 18:00,19.6,39,0,5.9,7.8,25.2,5.3
2025-05-20 19:00,19.7,40,0,12.2,16.3,31.7,5.6
2025-05-20 20:00,20,39,0,9.3,12.8,31.7,5.7
2025-05-20 21:00,19.6,41,0,10.1,13.9,25.6,6.1
2025-05-20 22:00,19.2,43,0,10.1,13.7,26.3,6.4
2025-05-20 23:00,18.2,47,0,8.3,11.7,24.8,6.6
2025-05-21 0:00,17,53,0,7.7,14.6,18.7,7.4
2025-05-21 1:00,16.3,62,0,2.7,8.1,6.1,8.9
2025-05-21 2:00,15.4,52,0,11.2,19.7,22.3,5.7
2025-05-21 3:00,13.9,59,0,6.3,13.9,22.3,6
2025-05-21 4:00,12.8,71,0,3.2,10,11.9,7.6
2025-05-21 5:00,12.4,71,0,1.9,8,5.4,7.2
2025-05-21 6:00,12.1,71,0,3.7,10.3,6.1,7.1
2025-05-21 7:00,12.1,68,0,4.9,12.4,8.6,6.3
2025-05-21 8:00,11.9,70,0,6.6,15.4,12.6,6.6
2025-05-21 9:00,12.1,73,0,8.4,17.9,15.5,7.5
2025-05-21 10:00,12.8,72,0,10.3,19.2,20.5,7.8
2025-05-21 11:00,12.6,75,0.4,13.4,22.6,26.3,8.4
2025-05-21 12:00,12.1,86,0.5,13.9,23.5,27.7,9.9
2025-05-21 13:00,12,88,0.7,15.8,25.7,32,10.1
2025-05-21 14:00,12,87,1.1,16.6,25.8,34.6,9.9
2025-05-21 15:00,12.1,85,0.9,17.9,27.4,35.6,9.6
2025-05-21 16:00,12.1,86,1.3,17.7,27.5,35.6,9.8
2025-05-21 17:00,11.9,87,1.2,18.5,28.3,36.4,9.7
2025-05-21 18:00,11.6,87,1,18.8,29.7,37.4,9.5
2025-05-21 19:00,12.1,81,0.3,23.3,35.4,48.2,8.9
2025-05-21 20:00,11.8,79,0.2,19.3,29.7,47.9,8.3
2025-05-21 21:00,11.5,76,0.1,19.8,30.3,45.4,7.4
2025-05-21 22:00,11.6,76,0,21.7,33.9,46.1,7.4
2025-05-21 23:00,11.1,78,0.1,18.9,29.9,47.5,7.4
2025-05-22 0:00,10.8,81,0,17.2,29.4,40.7,7.8
2025-05-22 1:00,10.6,84,0.2,18,30.8,38.5,7.9
2025-05-22 2:00,10.4,84,0.2,16.9,29,36.7,7.8
2025-05-22 3:00,10.1,88,1.1,15.7,27.1,34.2,8.1
2025-05-22 4:00,9.6,94,1.2,11.4,22,30.2,8.7
2025-05-22 5:00,9.5,95,3.6,11.2,20.3,21.2,8.8
2025-05-22 6:00,9.4,96,3.7,20.8,35.7,38.9,8.9
2025-05-22 7:00,9.9,97,1.3,15.9,29.1,41.8,9.4
2025-05-22 8:00,9.9,97,2.1,10.7,20.7,29.5,9.4
2025-05-22 9:00,9.9,97,2.2,14.2,25.5,26.6,9.4
2025-05-22 10:00,9.9,97,2.2,14.9,26.8,29.2,9.4
2025-05-22 11:00,9.9,97,2.4,16,28.1,30.6,9.5
2025-05-22 12:00,9.9,95,0.6,17.2,29.4,32.8,9.1
2025-05-22 13:00,9.2,96,0.8,15.9,26.9,31.3,8.6
2025-05-22 14:00,10.1,89,0.5,18.1,27.3,34.2,8.4
2025-05-22 15:00,10.8,86,0.3,18.4,27.7,36.4,8.4
2025-05-22 16:00,11.6,83,0.2,15.7,23.9,36,8.8
2025-05-22 17:00,12.2,80,0.1,13.5,20.3,31.7,8.9
2025-05-22 18:00,12.4,80,0.1,12.2,18,29.2,9
2025-05-22 19:00,12.4,79,0.2,12.5,18.3,27.7,8.9
2025-05-22 20:00,11.9,81,0.7,9.7,14.9,27.7,8.8
2025-05-22 21:00,11.6,86,0.8,8.8,14.5,20.9,9.4
2025-05-22 22:00,11.4,94,0.9,6,11.1,17.3,10.4
2025-05-22 23:00,11.4,94,0.5,4.1,9.2,10.8,10.5
2025-05-23 0:00,11.1,95,0.2,5.6,12.3,10.1,10.4
2025-05-23 1:00,10,93,0.1,6,11.9,10.4,8.9
2025-05-23 2:00,9.6,93,0,7.4,14,13,8.6
2025-05-23 3:00,7.9,95,0,3,10.9,13.3,7.2
2025-05-23 4:00,8.8,94,0,3.8,10.4,6.5,7.9
2025-05-23 5:00,8.9,93,0,5.3,10.3,10.1,7.8
2025-05-23 6:00,8.9,93,0,4.6,8.6,9.7,7.8
2025-05-23 7:00,8.8,92,0,3.6,6.7,8.6,7.5
2025-05-23 8:00,8.8,91,0,3.6,6.3,7.2,7.4
2025-05-23 9:00,8.9,91,0.1,2.6,4.3,6.8,7.5
2025-05-23 10:00,8.9,93,0,1.6,1.8,6.1,7.8
2025-05-23 11:00,9.1,93,0,2,3.3,6.1,7.9
2025-05-23 12:00,9.7,91,0,5.7,7.7,13.3,8.2
2025-05-23 13:00,10.9,88,0,7.3,10.2,18.4,9.1
2025-05-23 14:00,12.4,81,0,9.4,13.7,22,9.3
2025-05-23 15:00,13.1,74,0,13.3,19.3,28.8,8.6
2025-05-23 16:00,14.6,66,0,14.1,20.4,32.4,8.4
2025-05-23 17:00,16.1,57,0.2,18.6,27.2,40.7,7.7
2025-05-23 18:00,16.9,55,0.1,18.2,27,45.7,7.8
2025-05-23 19:00,17.8,54,0,16,23.5,44.3,8.5
2025-05-23 20:00,17.9,52,0,15.7,23,38.5,7.9
2025-05-23 21:00,17.6,49,0,15.7,23.8,35.6,6.8
2025-05-23 22:00,15.7,61,0,15.2,23.7,35.6,8.3
2025-05-23 23:00,14.6,77,0,10.6,18.7,32.4,10.8
2025-05-24 0:00,12.5,88,1.8,4.1,12.6,25.9,10.6
2025-05-24 1:00,12.9,72,0,11.7,24,27,8
2025-05-24 2:00,12,76,0,10.5,22.8,23.4,7.8
2025-05-24 3:00,11,81,0,8,19,20.5,7.8
2025-05-24 4:00,10.4,84,0,8.1,19.4,14.8,7.7
2025-05-24 5:00,9.9,83,0,9.6,21.6,17.3,7.2
2025-05-24 6:00,9.4,81,0,11.9,25.1,22.3,6.3
2025-05-24 7:00,9.1,80,0,12.3,25.9,24.1,5.8
2025-05-24 8:00,8.6,80,0,11.7,24.9,24.1,5.3
2025-05-24 9:00,8.2,80,0,11.9,25,23,5
2025-05-24 10:00,8.2,79,0,12.3,25.2,23.8,4.8
2025-05-24 11:00,9.4,75,0,13.6,26.7,28.1,5.2
2025-05-24 12:00,10.9,72,0,13.4,22,28.4,6.1
2025-05-24 13:00,13.3,64,0,17.1,25.8,37.8,6.6
2025-05-24 14:00,14.4,59,0,20,29.5,44.6,6.6
2025-05-24 15:00,14.7,58,0.1,21.6,32.1,48.6,6.4
2025-05-24 16:00,15.2,54,0,20.2,29.9,47.9,6.1
2025-05-24 17:00,16.4,52,0,19.8,29.1,46.4,6.4
2025-05-24 18:00,16.4,49,0,19.9,29.4,46.8,5.7
2025-05-24 19:00,16.7,49,0.1,20.1,30.3,43.9,5.9
2025-05-24 20:00,16.8,49,0,19.7,30,43.6,5.8
2025-05-24 21:00,16.5,53,0,17.8,27.4,43.6,6.8
2025-05-24 22:00,16.5,53,0,17.3,27.3,40.3,6.9
2025-05-24 23:00,15.9,58,0,14.4,25.2,39.6,7.6
2025-05-25 0:00,14.6,64,0,11.4,22.1,29.9,7.8
2025-05-25 1:00,13.9,66,0,11.3,23.1,27.7,7.6
2025-05-25 2:00,12.7,71,0,9.4,21.6,22.7,7.6
2025-05-25 3:00,11.9,76,0,10.7,23.7,19.8,7.8
2025-05-25 4:00,11.4,77,0,12,25.6,23,7.7
2025-05-25 5:00,11.1,78,0,12,24.9,23.8,7.3
2025-05-25 6:00,10.4,80,0,10.2,22.5,23.4,7.1
2025-05-25 7:00,9.7,83,0,10.2,22.6,19.8,6.9
2025-05-25 8:00,9.4,82,0,12.1,25.6,23,6.6
2025-05-25 9:00,9.2,83,0,12.3,25.8,24.1,6.4
2025-05-25 10:00,9,84,0,11.6,24.6,23.8,6.4
2025-05-25 11:00,10.4,78,0,14.5,22.9,29.5,6.8
2025-05-25 12:00,12.2,73,0,12.3,18.8,33.1,7.4
2025-05-25 13:00,14.6,64,0,13,19.1,31,7.8
2025-05-25 14:00,16.5,54,0,17.4,25.1,39.2,7.2
2025-05-25 15:00,17.8,48,0,17.9,25.7,41,6.6
2025-05-25 16:00,17.5,48,0,18.2,27,41.4,6.3
2025-05-25 17:00,18.4,45,0,19,27.7,42.5,6.1
2025-05-25 18:00,18.6,44,0,18,26.5,42.5,6
2025-05-25 19:00,18.9,44,0,17.7,26.3,39.6,6.3
2025-05-25 20:00,19.3,43,0,18,26.8,39.2,6.3
2025-05-25 21:00,18.5,47,0,18.5,28.2,40.7,7
2025-05-25 22:00,17.9,50,0,15.9,25,40,7.4
2025-05-25 23:00,17.3,54,0,12.9,22.4,33.5,7.9
2025-05-26 0:00,16,60,0,10.9,22.1,26.6,8.3
2025-05-26 1:00,15.4,63,0,12.6,26,24.1,8.6
2025-05-26 2:00,14.4,67,0,10.2,22.9,24.8,8.4
2025-05-26 3:00,14,68,0,10.4,23,21.6,8.1
2025-05-26 4:00,13,73,0,8.5,20.4,20.5,8.3
2025-05-26 5:00,11.8,79,0,7.7,19,16.2,8.1
2025-05-26 6:00,10.9,81,0,7.3,18.9,14,7.9
2025-05-26 7:00,10.4,83,0,6.8,17.6,13.3,7.7
2025-05-26 8:00,9.9,84,0,7.4,18.2,13.7,7.4
2025-05-26 9:00,9.5,85,0,8.2,19.5,14.8,7.2
2025-05-26 10:00,9.4,86,0,8.7,20.4,16.2,7.1
2025-05-26 11:00,10.8,82,0,8.7,20.1,16.9,7.9
2025-05-26 12:00,13.1,74,0,6.2,10.6,16.9,8.6
2025-05-26 13:00,15.9,64,0,5.1,7.5,17.3,9.1
2025-05-26 14:00,17.8,52,0,4.4,6,17.3,7.9
2025-05-26 15:00,19.1,46,0,4,5.4,16.6,7.4
2025-05-26 16:00,20.7,41,0,6.5,8.7,20.2,6.8
2025-05-26 17:00,21.2,39,0,7.9,10.6,22.7,6.7
2025-05-26 18:00,21.5,38,0,10.1,13.4,25.6,6.4
2025-05-26 19:00,21.5,39,0,10.6,14.5,27.4,6.9
2025-05-26 20:00,21.4,41,0,9.7,13.2,26.6,7.5
2025-05-26 21:00,21,42,0,7.8,10.6,24.5,7.7
2025-05-26 22:00,20.6,43,0,5.6,7.8,20.2,7.8
2025-05-26 23:00,20,49,0,3,5.3,14.8,8.9
2025-05-27 0:00,18.6,61,0,3.1,8.7,6.5,11.1
2025-05-27 1:00,18.1,56,0,6,12.1,8.3,9.2
2025-05-27 2:00,16.6,58,0,12.6,26,25.2,8.4
2025-05-27 3:00,15.2,65,0,7.3,19.1,24.5,8.8
2025-05-27 4:00,14.2,70,0,7.9,19.3,14,8.9
2025-05-27 5:00,13.4,76,0,5.8,16.8,14.8,9.2
2025-05-27 6:00,12.5,81,0,4.9,14,10.1,9.4
2025-05-27 7:00,11.9,84,0,4.8,13.6,7.9,9.4
2025-05-27 8:00,11.6,86,0,5.3,14.9,9.4,9.2
2025-05-27 9:00,10.9,88,0,4.7,14.6,9.7,9
2025-05-27 10:00,10.6,90,0,2.3,9.4,7.9,8.9
2025-05-27 11:00,12.1,85,0,3.1,7,7.9,9.6
2025-05-27 12:00,14.5,76,0,2.3,5.9,9.7,10.4
2025-05-27 13:00,17.7,65,0,2.4,4.1,11.9,11.1
2025-05-27 14:00,20.1,55,0,2.5,4,13.3,10.9
2025-05-27 15:00,22,46,0,3.7,5.2,15.8,9.9
2025-05-27 16:00,23.2,39,0,3.5,4.7,15.8,8.6
2025-05-27 17:00,24,36,0,2.8,4,15.8,8
2025-05-27 18:00,24.3,34,0,4.3,5.8,15.8,7.3
2025-05-27 19:00,24.5,32,0,5.7,7.5,17.6,6.7
2025-05-27 20:00,24.4,32,0,5.9,7.8,18,6.7
2025-05-27 21:00,24,33,0,5.9,8.3,17.3,6.8
2025-05-27 22:00,23.6,34,0,4.7,7.9,15.8,6.7
2025-05-27 23:00,21.8,43,0,7.6,13.9,14,8.6
2025-05-28 0:00,20,45,0,11.4,22,22.7,7.8
2025-05-28 1:00,18.6,50,0,6.8,16.3,15.1,8.1
2025-05-28 2:00,17.9,52,0,6.1,15.4,13,8
2025-05-28 3:00,17.1,56,0,6.1,15.3,11.9,8.4
2025-05-28 4:00,16.3,65,0,4,11.6,11.5,9.6
2025-05-28 5:00,15.8,68,0,3.7,10.7,7.2,10
2025-05-28 6:00,15.6,67,0,4.2,11.1,7.2,9.4
2025-05-28 7:00,15.2,66,0,7.4,15.8,14,8.9
2025-05-28 8:00,14.6,69,0,7.6,14.7,15.1,9.1
2025-05-28 9:00,13.9,76,0,6.9,13,16.6,9.8
2025-05-28 10:00,13.6,80,0.1,5,9,13.7,10.2
2025-05-28 11:00,13.4,82,0.1,2.2,4.8,9.7,10.4
2025-05-28 12:00,14,76,0,1.6,2.9,6.5,9.9
2025-05-28 13:00,15.4,65,0,3,4.4,10.8,8.8
2025-05-28 14:00,16,54,0,4.3,6,13.3,6.7
2025-05-28 15:00,16.3,48,0.1,7.7,11,18.7,5.2
2025-05-28 16:00,16,47,0.1,10.5,15.4,24.1,4.8
2025-05-28 17:00,15.9,50,0.3,10.8,15.7,26.6,5.6
2025-05-28 18:00,15.6,53,0.5,11.9,17.3,27.4,6.1
2025-05-28 19:00,15.2,58,0.5,12.8,18.5,28.8,7
2025-05-28 20:00,14.9,63,0.5,12.8,18.7,29.2,7.8
2025-05-28 21:00,13.6,75,1.3,12.5,20.3,28.4,9.2
2025-05-28 22:00,12.3,92,3,12.3,22.7,24.1,11.1
2025-05-28 23:00,12.1,94,1.1,13.9,26,25.9,11.2
2025-05-29 0:00,12.3,93,0.4,13.8,24.6,26.3,11.1
2025-05-29 1:00,11.5,95,3.2,12,23.4,22.7,10.8
2025-05-29 2:00,11.6,96,0.8,12.5,24,24.5,11
2025-05-29 3:00,11.9,97,0.3,11.9,23.1,23.4,11.4
2025-05-29 4:00,12.1,97,0.6,13.5,25.6,25.2,11.6
2025-05-29 5:00,12.4,97,0.4,14.1,26.7,27.7,11.9
2025-05-29 6:00,12.8,98,0.5,13.6,25.8,26.6,12.4
2025-05-29 7:00,12.9,98,0.6,13.1,24.4,25.6,12.7
2025-05-29 8:00,13.1,97,0.3,15.4,27.8,30.2,12.8
2025-05-29 9:00,13.2,98,0.1,12.9,24.2,28.8,13
2025-05-29 10:00,13.4,97,0.2,12.1,22.5,24.5,13
2025-05-29 11:00,13.7,97,0,10.4,18.6,22.3,13.2
2025-05-29 12:00,14.2,95,0,12.5,18.7,25.2,13.4
2025-05-29 13:00,15.6,89,0,12.5,17.8,30.6,13.8
2025-05-29 14:00,17.5,82,0,8,11.1,27.7,14.4
2025-05-29 15:00,18.6,77,0.1,7.2,10,20.9,14.6
2025-05-29 16:00,19,75,0.1,5.2,7,20.2,14.6
2025-05-29 17:00,19.7,73,0,5.4,7.2,15.5,14.7
2025-05-29 18:00,20.5,72,0.1,7.4,10.1,19.4,15.3
2025-05-29 19:00,21.2,70,0,7.8,10.7,20.5,15.6
2025-05-29 20:00,21.5,68,0.1,9.4,13.3,22,15.5
2025-05-29 21:00,21.4,69,0,12.4,18.6,27.4,15.6
2025-05-29 22:00,21.4,70,0.1,13.5,20.6,30.6,15.6
2025-05-29 23:00,21,72,0,10.7,17.9,29.2,15.7
2025-05-30 0:00,19.6,78,0,7.7,17.4,22.3,15.8
2025-05-30 1:00,18.2,83,0,8.8,19.6,19.8,15.2
2025-05-30 2:00,17.5,86,0,7.3,18,16.2,15.1
2025-05-30 3:00,17.2,87,0,8.8,20.4,16.2,14.9
2025-05-30 4:00,17,87,0,10,22.2,18.4,14.8
2025-05-30 5:00,16.5,90,0,9.8,22.2,18.4,14.8
2025-05-30 6:00,16.3,92,0,7.2,18.6,18.4,15
2025-05-30 7:00,16,93,0,5.6,15.4,13,14.9
2025-05-30 8:00,15.6,94,0,5.5,14.3,10.1,14.8
2025-05-30 9:00,15.8,95,0,6.1,14.2,11.9,15
2025-05-30 10:00,15.6,96,0,7.1,15.7,13,15
2025-05-30 11:00,16.4,95,0,8.4,14.4,16.9,15.5
2025-05-30 12:00,17.5,91,0,9.5,13,21.2,16
2025-05-30 13:00,19,89,0,7.6,10.6,19.4,17
2025-05-30 14:00,21,79,0,7.1,9.8,19.4,17.2
2025-05-30 15:00,21.5,77,0,6.7,9.3,22.7,17.2
2025-05-30 16:00,22.4,74,0,5.9,8.3,21.2,17.5
2025-05-30 17:00,23.8,66,0,7.4,10.4,22.3,17
2025-05-30 18:00,23,67,0.4,8.6,11.9,22,16.5
2025-05-30 19:00,23.6,65,0.4,6.5,8.9,23.4,16.8
2025-05-30 20:00,24.4,63,0.1,6.9,9.3,23,16.9
2025-05-30 21:00,24.1,61,0,8.3,11.4,24.1,16.1
2025-05-30 22:00,24,57,0,5.3,7.3,20.5,14.9
2025-05-30 23:00,23.1,62,0,6.3,11,12.6,15.4
2025-05-31 0:00,21.2,77,0,6.4,14.9,17.3,17.1
2025-05-31 1:00,20.6,82,0,6.5,15.9,15.5,17.5
2025-05-31 2:00,19.9,88,0.1,5.8,13.3,11.5,17.8
2025-05-31 3:00,19,93,0.3,3.2,7.3,10.8,17.9
2025-05-31 4:00,17.9,94,3.5,4.2,3.6,6.8,16.9
2025-05-31 5:00,17.2,97,3.2,8.1,14.9,18.4,16.8
2025-05-31 6:00,16.8,98,9,7.4,16,22,16.5
2025-05-31 7:00,16.4,99,0.9,7.7,13,22,16.1
2025-05-31 8:00,15.8,98,0.6,8.6,13,22.3,15.6
2025-05-31 9:00,15.6,98,0.1,7.5,14,16.6,15.4
2025-05-31 10:00,15.3,98,0.5,13.6,22.9,28.1,15.1
2025-05-31 11:00,14.8,89,1,28.5,47.5,52.2,13.1
2025-05-31 12:00,15,83,0.3,29.1,48.3,59.8,12.2
2025-05-31 13:00,14.8,85,0.6,26.1,43.5,51.8,12.2
2025-05-31 14:00,16,83,0.7,23.4,37.9,52.6,13.1
2025-05-31 15:00,16.6,80,0.3,22.1,34.6,51.5,13.1
2025-05-31 16:00,17.5,73,0.1,20.6,31.9,47.2,12.6
2025-05-31 17:00,18.9,69,0.1,20.7,31,50.8,13.1
2025-05-31 18:00,19.9,64,0.1,22.7,33.8,52.2,13
2025-05-31 19:00,19.5,61,0,21.4,31.1,51.8,11.9
2025-05-31 20:00,17.6,74,0.3,14.1,20.7,52.6,12.9
2025-05-31 21:00,16.8,71,3.3,19.9,29.4,44.3,11.6
2025-05-31 22:00,15.9,78,0.3,15.5,24.8,39.6,12.1
2025-05-31 23:00,15.6,67,0,17,28.1,41.4,9.6
2025-06-01 0:00,14.2,67,0,15.8,28,36.7,8.1
2025-06-01 1:00,13.8,67,0,13.6,25.8,32.4,7.8
2025-06-01 2:00,13.2,68,0,14.5,26.6,29.5,7.3
2025-06-01 3:00,12.4,67,0,17.2,30.4,35.6,6.4
2025-06-01 4:00,11.6,65,0,15.3,28.3,35.6,5.3
2025-06-01 5:00,10.8,67,0,13.1,25.5,31.3,4.9
2025-06-01 6:00,10.2,69,0,12.1,24.4,26.6,4.8
2025-06-01 7:00,9.7,71,0,12.4,25.1,24.5,4.7
2025-06-01 8:00,9.4,73,0,12.8,26.3,25.6,4.8
2025-06-01 9:00,9.2,74,0,13,26.6,25.6,4.9
2025-06-01 10:00,9.2,76,0,13.3,26.9,25.9,5.2
2025-06-01 11:00,10.2,76,0,12.5,29.1,29.2,6.1
